Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion
24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757,8.2236685539,29605.2067939566,18395.5241881671,0.1296035564,50.4157791138,19388416.0,12047403.0,9,0.128749,4.557,2455480.5,0.2298182303820832,1.460950421666123,15.28518476584575,13.21984776273299,644.9880139176058,1.125197381082856,10.57175347370536,1.796703462249389,2455486.6411457527,356.5723200691482,0.5581499070244557
20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557,27.2740528102,98186.5901166192,61009.3287310738,0.4924321618,191.5561065674,73666800.0,45774428.0,0,0.131455,3.839,2458000.5,0.4182516556297891,1.613048643205858,52.67579354228227,217.9886004271958,748.2894516291053,0.9383883775736228,114.2531257277979,2.287708908838093,2457630.6571782967,177.9303657471882,0.4810972534976163
29.2,0.0038419789,0.008590926,3.8419789106,8.5909260123,0.0023872943,0.0053381523,12.6049180892,28.1854536983,10.1818442209,36654.6391951633,22775.7673376836,0.204307482,79.4756088257,30563964.0,18991568.0,6,0.00298952,7.021,2458000.5,0.2039980767338831,0.8338484132417251,5.124043884515278,185.0798931891034,278.1179931044737,0.663744940652813,169.5821795647569,1.003951885830637,2458086.181324936,249.0928392203333,1.294414633089804
17.3,0.9216265485,2.0608196123,921.6265485028,2060.8196123208,0.5726720101,1.2805335433,3023.70924539,6761.2194168867,24.7600475872,89136.1713138919,55385.7504477902,0.4450532999,173.1257324219,66579028.0,41370288.0,0,0.0927002,4.096,2458000.5,0.3412071708164073,1.60411619695774,35.30957183840756,342.1092090873748,742.0824534649871,1.056780247733015,33.57322556806042,2.151452146182465,2458019.6814799947,350.6946556061606,0.4851212938926948
20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.1438487052,0.3216554833,759.5214226325,1698.3415313737,7.2483207112,26093.9545603721,16213.7685989156,0.1693720074,65.8857116699,25337692.0,15744112.0,3,0.0862781,4.769,2458000.5,0.2837354998124443,1.364669646214443,13.21894033108866,185.4569705808732,582.2905266840985,0.977464422066916,65.08392814826978,1.751874870361969,2457759.477171798,149.0119007204023,0.6182480797859613
19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571,23.0057681018,82820.7651664336,51461.6026668876,0.4736714049,184.2581787109,70860232.0,44030508.0,4,0.329278,4.495,2458000.5,0.5208238316568933,1.414472799561945,23.483445895544,316.313114078946,614.4553464097589,0.6777816563196398,354.3117210105721,2.151163942804249,2458217.1274423175,233.0812911139833,0.5858847223048305
18.4,0.5553349116,1.2417666126,555.334911581,1241.766612574,0.3450690093,0.7715977618,1821.9649913114,4074.0375731972,39.1937237768,141097.4055964994,87672.440716336,0.4547737025,176.9069671631,68033176.0,42273856.0,0,0.287702,2.858,2458000.5,0.8379341068611912,2.411401970069496,19.47848327654851,92.78406166326562,1367.737782108281,0.3908060139959959,168.8241836607934,4.431997926142995,2458556.9636870013,213.5341130873069,0.2632083464456782
21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,14.4133786628,51888.1631859896,32241.2867307612,0.1830525893,71.2074584961,27384278.0,17015800.0,1,0.0444529,5.917,2458000.5,0.3273990812523136,1.012557364359228,20.98149575212344,162.6391693320454,372.1584479236175,0.6810470135527529,244.6385395892109,1.344067715165704,2458152.425010226,213.0383926883866,0.9673299155468508
21.9,0.1108038821,0.2477650126,110.8038821264,247.7650126055,0.068850319,0.1539539936,363.5298086356,812.8773639568,13.5788065779,48883.7036804854,30374.4324341327,0.0554214505,21.5589447021,8290931.0,5151745.5,1,0.0148263,5.243,2458000.5,0.3951098984906422,1.190580920621669,7.098165086367375,294.1073102857853,474.5006424198045,0.7201706139299457,100.6444787193682,1.660991227313392,2458094.33020054,288.8117461292139,0.7586923342487227
25.3,0.0231502122,0.0517654482,23.150212221,51.7654482198,0.0143848705,0.0321655483,75.9521422633,169.8341531374,13.9831610672,50339.3798420114,31278.9329912765,0.2502724512,97.3559875488,37440228.0,23264278.0,8,0.0105476,5.862,2456311.5,0.1477902402619962,1.024963192643909,26.50315577031119,117.2702673741715,379.0188691564111,0.8734836361433629,89.031231952921,1.176442749144455,2456386.8199566626,288.4595396029446,0.9498207854433692
19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,0.2279848336,0.5097895857,1203.7603322587,2691.6899315481,26.9702145757,97092.7724725499,60329.6729844019,0.2927721316,113.8883666992,43798088.0,27214872.0,0,0.00157423,4.085,2458000.5,0.6109913983258557,1.624329416336865,4.764200329639301,110.9782392510845,756.1528457429033,0.6318781149073827,268.7702787155998,2.616780717766347,2458221.6423098366,254.7154242830685,0.4760942209326847
19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042,30.7308686971,110631.1273093847,68741.8801884341,0.422351745,164.2948303223,63182924.0,39260048.0,0,0.026816,6.975,2458000.5,0.7774813126655364,0.7967790476136839,25.39730481828331,30.28217769630749,259.7797441108315,0.177298227770601,212.4325076341248,1.416259867456767,2458118.4657189744,196.5243642215359,1.385789339473716
21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.1767628354,417.3880663071,933.3080892598,4.1256708068,14852.4149046281,9228.7130278229,0.2515774932,97.8636474609,37635460.0,23385590.0,6,0.248396,3.426,2458000.5,0.4685485075683496,2.30171686698989,7.384237389164341,40.32280874455425,1275.487706823359,1.22325086411688,133.2892507259169,3.380182869862901,2458551.2902356084,204.5422219608023,0.282244978194726
27.197,0.0096639567,0.0216092642,9.6639567269,21.609264173,0.0060049025,0.0134273701,31.705895788,70.8965382695,8.3488067157,30055.7041763979,18675.4457422735,0.2915991219,113.4320602417,43622608.0,27105832.0,6,0.00223976,6.091,2458000.5,0.3458404440467126,0.986420173735552,2.500098601413876,6.219294469626103,357.8420270713033,0.6452761828342133,294.9074533476469,1.327564164636891,2457913.918084465,87.10404936982205,1.006030518400419
27.2,0.0096506147,0.0215794305,9.6506146958,21.5794304844,0.0059966121,0.0134088323,31.6621227185,70.7986587106,8.8098391766,31715.421035739,19706.7292541235,0.009887362,3.8461837769,1479128.25,919087.6875,7,0.0102418,3.416,2458000.5,0.5469393237333989,2.232560281384419,8.405900777013905,180.4034394677978,1218.437391046821,1.011485270889978,172.9582952102549,3.45363529187886,2458139.591077882,318.9040943707839,0.2954604008751782
21.4,0.1394938229,0.3119176705,139.4938229344,311.9176705226,0.0866774163,0.1938165949,457.6569140361,1023.3519701574,11.8479921894,42652.7718816614,26502.7737283579,0.1504220078,58.5141601562,22502812.0,13982599.0,6,0.0969831,4.201,2458000.5,0.4337334044090529,1.620518534540095,10.11795157236279,246.4346201485058,753.4933621397086,0.9176455136460504,277.1394691031999,2.32339155543414,2458283.313238851,224.8790140670365,0.4777746136710502
22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887,11.5026968591,41409.7086925922,25730.3826040166,0.3067949968,119.3432540894,45895880.0,28518378.0,3,0.0661538,6.587,2458000.5,0.476156751006149,0.8871785006474511,6.321997456036145,117.1002254173843,305.2213719357146,0.464742468216654,192.5492381725183,1.309614533078248,2458131.003458269,206.0748515780878,1.179471796869529
26.8,0.0116025908,0.0259441818,11.6025908209,25.9441817907,0.0072095135,0.0161209622,38.066244069,85.1187093863,2.7084479842,9750.412743133,6058.527295865,0.1603572524,62.3789710999,23989104.0,14906138.0,5,0.00992343,5.568,2458000.5,0.1309031115882771,1.119263900835058,2.348243581315779,213.8283416857231,432.5110148021957,0.9727487735273156,126.2540598434838,1.265779028142799,2458070.098041445,302.0701576085405,0.832348744146186
23.8,0.046190746,0.1032856481,46.1907460282,103.2856480504,0.0287015901,0.0641787064,151.544447199,338.8636855496,11.9306119236,42950.2029249665,26687.5858119049,0.0975437554,37.944519043,14592338.0,9067258.0,0,0.0515902,7.48,2456125.5,0.3864450668773289,0.7629535011587539,20.83340836762825,352.9209234711133,243.4139883487221,0.468113884379167,351.1779799498096,1.057793117938341,2456231.6333853165,203.0327732060237,1.478961839630405
22.8,0.0732073989,0.1636967205,73.2073989347,163.696720474,0.0454889547,0.1017163949,240.181762721,537.0627483999,16.7590388586,60332.5398911368,37488.2940229122,0.2142796837,83.3547973633,32055784.0,19918540.0,7,0.0640548,5.376,2458000.5,0.3656761137233083,1.154870324082498,7.199324173903412,214.1548636077999,453.3130893702988,0.7325618321176325,237.7164809835669,1.577178816047363,2457931.583458385,54.7302858954944,0.7941531106019444
25.3,0.0231502122,0.0517654482,23.150212221,51.7654482198,0.0143848705,0.0321655483,75.9521422633,169.8341531374,5.0179429159,18064.5944971949,11224.6365085487,0.1704974516,66.3235092163,25506056.0,15848728.0,5,0.0253681,6.137,2458000.5,0.173857865733201,0.9852787809445104,2.636233376223132,193.7175231129747,357.2211149896775,0.8139803149372877,38.43986871183503,1.156577246951733,2458178.54520987,180.5697455617913,1.007779173441085
18.5,0.5303407233,1.1858779086,530.3407233187,1185.8779085771,0.3295383456,0.7368701419,1739.963058693,3890.675677576,25.5158653159,91857.1151373336,57076.4391251949,0.451865147,175.7755432129,67598064.0,42003488.0,0,0.0711103,3.436,2458000.5,0.5962043149570422,1.894142153708217,44.6769903421678,50.59134854462176,952.176109921273,0.7648464285253531,54.97996859303214,3.023437878891082,2458287.21905887,251.5968799072722,0.3780813194628095
21.1,0.160160338,0.358129403,160.1603379786,358.1294030194,0.0995189894,0.2225312253,525.4604432536,1174.9652706022,19.0647724357,68633.1807684318,42645.9894613625,0.3034194939,118.0301895142,45390912.0,28204604.0,6,0.033471,4.843,2458000.5,0.2752896153509012,1.310467992707921,25.28810622581625,188.6289315773943,547.9463697160317,0.9497097630656895,20.45830354869926,1.671226222350152,2458030.56165254,340.2495362454428,0.6569986040542012
21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,24.6513053179,88744.6991445887,55142.5048657029,0.113686693,44.2241249084,17007288.0,10567839.0,9,0.0882685,3.646,2454749.5,0.4465869870981628,1.820730676020307,41.87526683756647,194.412297797687,897.3605868704693,1.007616049099197,138.3167961269112,2.633845302941417,2454714.0482191998,14.2224221510949,0.4011765228685764
19.1,0.4023045798,0.8995803882,402.3045798343,899.5803881691,0.2499803991,0.5589731654,1319.8969577037,2951.3793207207,7.4978474143,26992.2506916181,16771.9348811335,0.4296889333,167.1489868164,64280548.0,39942080.0,0,0.0423433,7.026,2458000.5,0.3691459782374203,0.8231696306005475,17.50753782837232,297.7973710117565,272.7925064315339,0.5192998720571724,30.57114985389649,1.127039389143923,2458113.728986495,210.5734791932989,1.319684344373124
25.7,0.0192555078,0.0430566244,19.2555078188,43.0566244241,0.0119648141,0.0267541378,63.1742402722,141.2618956756,12.5370056472,45133.2203297486,28044.0279321152,0.3996700733,155.4716491699,59789792.0,37151652.0,5,2.06111e-06,7.12,2458000.5,0.2890667509402134,0.8180401793655486,0.02098654628181642,290.9775331785905,270.2466877514277,0.5815719625778001,36.62217363134805,1.054508396153297,2458043.3226506985,302.9552518121182,1.332116234227918
22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887,18.4396968582,66382.9086893458,41247.7579019993,0.4494821351,174.8485565186,67241576.0,41781976.0,1,0.14639,6.583,2458000.5,0.3741253428397709,0.887616302242528,19.80932507185338,37.519513630256,305.447329092136,0.5555365488558726,17.49316240881426,1.219696055629183,2458059.10999578,290.9223015843031,1.178599272974518
24.1,0.040230458,0.0899580388,40.2304579834,89.9580388169,0.0249980399,0.0558973165,131.9896957704,295.1379320721,5.8346965609,21004.9076191971,13051.6327370505,0.0391095714,15.2136240005,5850709.0,3635462.0,0,0.012946,6.101,2458000.5,0.01296125557883429,0.9925462692961412,10.74760091756775,106.3717237836368,361.1807278371487,0.9796816234259752,101.6388260670472,1.005410915166307,2458172.5804822166,188.4820622381388,0.9967309223716914
26.7,0.0121494041,0.0271668934,12.14940408,27.1668934089,0.0075492874,0.0168807197,39.8602508817,89.1302305717,13.0307986957,46910.8753044199,29148.5936023491,0.011853093,4.6108531952,1773197.5,1101813.875,8,0.0105285,3.433,2457481.5,0.5891020967396918,2.168628726635836,7.854572630177434,193.8519664402731,1166.477151372733,0.8910849967247371,50.15392463202792,3.446172456546935,2457520.2456793734,348.0422479274607,0.308621561576534
25.7,0.0192555078,0.0430566244,19.2555078188,43.0566244241,0.0119648141,0.0267541378,63.1742402722,141.2618956756,5.3994762576,19438.1145274141,12078.088440659,0.273897388,106.546081543,40974464.0,25460352.0,4,0.00399468,5.562,2458000.5,0.1441121976283819,1.120457118675057,1.630523002184004,112.6295092499175,433.2028320476712,0.9589855809544297,115.2515428571413,1.281928656395684,2458023.01314125,341.2911406612505,0.8310194979528305
26.5,0.0133215567,0.0297879063,13.3215566698,29.7879062798,0.008277629,0.0185093411,43.7058959846,97.7293544391,3.8836372515,13981.0941054001,8687.3081678804,0.0265701731,10.3357973099,3974841.25,2469852.0,6,0.0262503,6.279,2458000.5,0.1161434974401012,0.9581562176086014,5.417382431664485,216.0521035116517,342.5728258020968,0.8468726034015597,313.9385090295522,1.069439831815643,2457901.3191410215,104.2263324549662,1.05087144363275
24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,16.528257264,59501.726150414,36972.0586738503,0.4104250721,159.6553497314,61398716.0,38151392.0,1,0.0223369,6.126,2458000.5,0.1210463763734535,0.9889007909809722,2.561980310222299,40.76996508539975,359.1927095144085,0.8691979336398835,226.4150054207777,1.108603648322061,2457858.100290259,142.7197550197077,1.002247513560848
24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.0509789586,120.3760332259,269.1689931548,19.4850295263,70146.1062945922,43586.0625473259,0.0269230459,10.4730644226,4027630.25,2502653.5,7,0.0261237,3.13,2458000.5,0.6212872878634408,2.37570814169521,27.4948145168215,163.2642896951017,1337.482338727811,0.8997108735862982,229.5922770924639,3.851705409804122,2458647.9941900186,185.718888648257,0.2691624327110185
23.331,0.0573264405,0.1281858179,57.3264405141,128.1858178976,0.0356209877,0.0796509499,188.0788790963,420.5571587912,17.2549809944,62117.9315798508,38597.6669863801,0.2328324631,90.5718307495,34831240.0,21643130.0,7,0.00237486,6.034,2458000.5,0.4467803741744122,0.9827817257453652,17.91359254303554,123.0000072594535,355.8639831956311,0.5436941385850764,299.7937418511922,1.421869312905654,2458027.623115072,332.5616474636887,1.011622465322924
19.7,0.3051792326,0.6824015094,305.1792325939,682.4015094011,0.1896295249,0.4240245083,1001.2442334633,2238.8501681036,19.8600753865,71496.2713912729,44425.0026319829,0.3084851727,120.0007324219,46148728.0,28675490.0,4,0.153641,3.25,2458000.5,0.571696549419681,2.353079299094698,19.70304886729656,35.13090927467617,1318.418449239271,1.007831983291378,120.7047404349991,3.698326614898019,2458275.000152629,285.046516905529,0.2730544313967393
26.9,0.0110803882,0.0247765013,11.0803882126,24.7765012606,0.0068850319,0.0153953994,36.3529808636,81.2877363957,9.0046870663,32416.8734387398,20142.5844986436,0.2872623881,111.7450637817,42973840.0,26702706.0,7,0.0381734,5.116,2458000.5,0.1952532888530773,1.245097628918477,12.38971287848155,1.399832021916633,507.4620107793669,1.001988221928976,218.2768869724801,1.488207035907978,2457994.0958291106,4.543200222092032,0.7094127094304207
23.6,0.0506471459,0.1132504611,50.6471458835,113.2504610618,0.0314706677,0.0703705522,166.1651821003,371.5566426699,15.356028722,55281.7033993426,34349.9006483304,0.4286235645,166.7345581055,64121172.0,39843048.0,1,0.0135841,7.245,2458000.5,0.3005049778688926,0.8008085288113501,3.365302320868675,51.60300056349139,261.7528756743129,0.5601615795836749,353.020096352595,1.041455478039025,2458078.5562944957,252.6458173727455,1.375343056203637
19.1,0.4023045798,0.8995803882,402.3045798343,899.5803881691,0.2499803991,0.5589731654,1319.8969577037,2951.3793207207,17.97602406,64713.6866161458,40210.5682199046,0.3374681007,131.2750854492,50484508.0,31369618.0,3,0.00834162,3.731,2458000.5,0.5036470276163041,1.940609937118224,5.972736362771182,252.3131967393653,987.4288301045308,0.9632275105259676,165.9196405928521,2.91799236371048,2457982.3308939263,6.62415152071811,0.3645832378237223
23.9,0.04411182,0.0986370281,44.1118199997,98.6370281305,0.0274098057,0.0612901888,144.7238235278,323.6123073718,10.551519772,37985.471179349,23602.6945780794,0.0197382264,7.6781702042,2952796.75,1834782.875,3,0.0109543,4.767,2458000.5,0.3988200079942557,1.35791927755497,3.854342068985657,341.218636234598,577.9754044222896,0.8163539004249429,237.1733163416558,1.899484654684997,2457913.2981201303,54.31490079465933,0.6228638749080249
19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,0.2279848336,0.5097895857,1203.7603322587,2691.6899315481,12.3676118323,44523.4025963365,27665.110907707,0.3311724528,128.8260955811,49542696.0,30784404.0,0,0.331056,4.746,2458000.5,0.09344769751293286,1.364367392831731,23.86732313994863,98.58401672479908,582.0970847735368,1.236870401409883,283.4588111430377,1.49186438425358,2458002.647636024,358.6717869083049,0.6184535353583792
20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,6.4819309781,23334.9515211443,14499.4314049022,0.0792791261,30.8395786285,11859988.0,7369455.0,0,0.0229268,4.745,2458000.5,0.3171415110666259,1.379673706203187,4.674138672406333,321.8246766497832,591.9199917547564,0.9421219022390164,334.1310777267072,1.817225510167358,2458173.5284660244,254.7657645687433,0.6081903044578274
24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757,5.1178701586,18424.3325711111,11448.1637578662,0.0952975094,37.0707321167,14256304.0,8858457.0,7,0.0215237,6.688,2458000.5,0.2217253837211308,0.8841284108273166,3.606078312084671,298.823037677018,303.6487143582023,0.6880946996778763,28.23118454951225,1.080162121976757,2458068.3047989504,279.6119513508648,1.185580517806252
26.8,0.0116025908,0.0259441818,11.6025908209,25.9441817907,0.0072095135,0.0161209622,38.066244069,85.1187093863,13.0537535858,46993.5129089124,29199.9413960962,0.1787252984,69.5241394043,26736924.0,16613555.0,7,0.0150687,7.071,2458000.5,0.3120033822064684,0.8233249952030521,6.619093642228597,9.450614653297055,272.8697401464804,0.5664448120445754,27.37543239760236,1.080205178361529,2458011.488932592,345.5021823567954,1.319310817706452
28.1,0.0063760979,0.0142573883,6.3760978988,14.2573883328,0.0039619223,0.0088591276,20.9189570301,46.7762099378,3.5161066912,12657.9840883514,7865.1790575648,0.134382872,52.274936676,20103392.0,12491669.0,4,0.000625603,5.793,2458000.5,0.1882329622820639,1.060462000922179,0.88274263081733,163.8412249778223,398.8789277755973,0.8608480971010326,267.5583689857104,1.260075904743326,2457912.4655680587,79.45367200908683,0.902529501890684
19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571,17.992012251,64771.2441034232,40246.3322041521,0.2149886999,83.6305999756,32161852.0,19984448.0,0,0.182551,3.234,2458000.5,0.6555293975864768,2.291588319117212,15.9816458369281,76.24556172186624,1267.077930672503,0.789384808770099,7.055257827497152,3.793791829464324,2457506.8819026896,140.2459238930071,0.2841182781937726
24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757,5.2176507718,18783.5427784,11671.3630113897,0.1496089069,58.1978645325,22381174.0,13907017.0,6,0.000297692,5.942,2458000.5,0.2540868791771619,1.022658410050449,5.341970296203293,213.1150111061882,377.7411674291635,0.762814326176452,100.9813705202626,1.282502493924446,2458053.457075832,309.5301308319202,0.9530335347086828
28.5,0.0053034072,0.0118587791,5.3034072332,11.8587790858,0.0032953835,0.0073687014,17.3996305869,38.9067567758,25.634849191,92285.4570876191,57342.5941553598,0.0010321562,0.4015087485,154408.359375,95944.9140625,7,0.0010435,3.454,2458000.5,0.7697894000328673,1.946179841926283,1.977354468248357,166.1599647508419,991.6830305614828,0.4480312290537891,106.7973726610267,3.444328454798777,2458492.7763525154,181.2942226053755,0.3630192197563076
19.109,0.4006406175,0.8958596554,400.6406175386,895.8596553637,0.2489464612,0.5566612099,1314.4377636452,2939.1721917035,35.9468517369,129408.6662530081,80409.5126503761,0.4623719206,179.8626708984,69169856.0,42980156.0,6,0.0517769,4.108,2458000.5,0.4056422128796646,1.474045131616315,53.57492250368969,187.642183340195,653.6790976660942,0.8761102025429766,222.4366879064714,2.071980060689654,2458318.586741341,184.8204244382007,0.5507289452658797
23.9,0.04411182,0.0986370281,44.1118199997,98.6370281305,0.0274098057,0.0612901888,144.7238235278,323.6123073718,8.6889850466,31280.3461676006,19436.3906506405,0.0594194958,23.1141834259,8889030.0,5523387.0,8,0.0481181,4.49,2455481.5,0.3531830552798929,1.486495377882348,8.474792191178373,11.43780582744846,661.978327921808,0.9614903986624216,55.23735782630206,2.011500357102275,2455521.884094604,338.0381419690568,0.543824449858006
24.9,0.0278326768,0.0622357573,27.8326768072,62.2357573367,0.0172944182,0.0386714948,91.3145593761,204.1855621004,11.7761405919,42394.106130683,26342.0488899236,0.1052200753,40.930606842,15740699.0,9780817.0,4,0.0152911,3.597,2458000.5,0.5345558399852371,2.052383228746573,1.206298728493142,232.8835387817903,1073.955069882846,0.9552697879323356,250.8177985016421,3.14949666956081,2458093.3411209784,328.8787692432457,0.3352095540079447
20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,19.0555168521,68599.860667556,42625.28564646,0.206993041,80.5202941895,30965718.0,19241206.0,0,0.200098,3.306,2458000.5,0.6371317976777907,2.181001717089292,22.7150534290127,17.06652911695132,1176.474282748424,0.7914161723418431,9.65737368413706,3.570587261836741,2458088.126240911,333.1864544848224,0.3059990390601526
